2026-02-03 05:35:07.752 | INFO     | agents.lazy_agent:__init__:50 - LazyAgent agent_0 configured (model not loaded yet)
2026-02-03 10:21:26.994 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:21:26.994 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:21:40.049 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2259ms, infer=10327ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:21:40.050 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:21:40.050 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:21:51.155 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2266ms, infer=8410ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:21:51.155 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:21:51.155 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:22:02.244 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2306ms, infer=8349ms, output=cooperate", "reason": "Since the previous round, a...
2026-02-03 10:22:02.244 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:22:02.244 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:22:13.690 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2325ms, infer=8671ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:22:13.691 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:22:13.691 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:22:25.768 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2317ms, infer=9317ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:22:25.768 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:22:25.769 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:22:38.134 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2288ms, infer=9640ms, output=cooperate", "reason": "Since both agent_0 and agen...
2026-02-03 10:22:38.134 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:22:38.134 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:22:55.449 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2336ms, infer=14546ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:22:55.449 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:22:55.449 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:23:06.649 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2317ms, infer=8452ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:23:06.650 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:23:06.650 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:23:24.647 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2293ms, infer=15248ms, output=cooperate", "reason": "Since the previous round wa...
2026-02-03 10:23:24.647 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:23:24.647 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:23:38.142 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2424ms, infer=10578ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:23:38.142 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:23:38.143 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:23:53.942 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2299ms, infer=13036ms, output=defend", "reason": "Although the initial cooperati...
2026-02-03 10:23:53.942 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:23:53.942 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:24:18.406 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2292ms, infer=21733ms, output=cooperate", "reason": "Since both agent_0 and agen...
2026-02-03 10:24:18.406 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:24:18.406 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:24:40.450 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2313ms, infer=19295ms, output=cooperate", "reason": "Given the previous actions ...
2026-02-03 10:24:40.450 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:24:40.450 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:24:55.261 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2293ms, infer=12089ms, output=defend", "reason": "Although the previous round wa...
2026-02-03 10:24:55.261 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:24:55.262 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:25:58.657 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2310ms, infer=60635ms, output=cooperate", "reason": "Given the previous actions ...
2026-02-03 10:25:58.657 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:25:58.657 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:27:01.658 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2313ms, infer=60256ms, output=defend", "reason": "Based on the previous actions,...
2026-02-03 10:27:01.659 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:27:01.659 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:27:47.777 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2278ms, infer=43398ms, output=cooperate", "reason": "Given that both agent_0 and...
2026-02-03 10:27:47.777 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:27:47.777 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:27:59.742 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2304ms, infer=9201ms, output=cooperate", "reason": "Given the previous actions ...
2026-02-03 10:27:59.743 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:27:59.743 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:28:33.895 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2352ms, infer=31350ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:28:33.896 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:28:33.896 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:28:44.813 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2303ms, infer=8168ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:28:44.813 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:28:44.813 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:29:08.140 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2289ms, infer=20574ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:29:08.140 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:29:08.140 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:29:19.317 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2375ms, infer=8370ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:29:19.317 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:29:19.317 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:29:38.703 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2307ms, infer=16626ms, output=cooperate", "reason": "Given the normal resources ...
2026-02-03 10:29:38.704 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:29:38.704 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:30:40.149 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2306ms, infer=58705ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:30:40.149 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:30:40.149 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:30:51.736 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2334ms, infer=8812ms, output=cooperate", "reason": "Since the last round, all a...
2026-02-03 10:30:51.736 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:30:51.736 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:31:09.435 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2304ms, infer=14964ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:31:09.435 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:31:09.435 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:31:21.015 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2296ms, infer=8794ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:31:21.016 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:31:21.016 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:32:23.975 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2353ms, infer=60125ms, output=cooperate", "reason": "Since all other agents coop...
2026-02-03 10:32:23.976 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:32:23.976 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:32:35.508 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2360ms, infer=8732ms, output=cooperate", "reason": "Since all agents have been ...
2026-02-03 10:32:35.508 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:32:35.509 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:32:52.904 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2286ms, infer=14660ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:32:52.904 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:32:52.904 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:33:27.646 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2280ms, infer=31996ms, output=cooperate", "reason": "Since all other agents coop...
2026-02-03 10:33:27.647 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:33:27.647 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:33:47.034 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2452ms, infer=16464ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:33:47.034 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:33:47.034 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:34:50.208 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2293ms, infer=60448ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:34:50.209 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:34:50.209 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:35:01.940 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2296ms, infer=8982ms, output=cooperate", "reason": "Since the last round, all a...
2026-02-03 10:35:01.940 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:35:01.940 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:35:13.535 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2374ms, infer=8790ms, output=cooperate", "reason": "Given that the previous rou...
2026-02-03 10:35:13.535 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:35:13.535 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:35:24.976 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2299ms, infer=8678ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:35:24.976 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:35:24.977 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:36:25.754 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2284ms, infer=58049ms, output=cooperate", "reason": "Since the last round, all p...
2026-02-03 10:36:25.754 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:36:25.754 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:36:41.876 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2284ms, infer=13396ms, output=cooperate", "reason": "基于上一轮所有参与者都选择了合作，且当前资源状态为 n...
2026-02-03 10:36:41.876 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:36:41.876 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:37:45.113 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2282ms, infer=60474ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:37:45.114 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:37:45.114 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:38:25.817 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2279ms, infer=37972ms, output=cooperate", "reason": "Since all agents have been ...
2026-02-03 10:38:25.817 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:38:25.817 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:38:43.993 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2282ms, infer=15431ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:38:43.993 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:38:43.993 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:38:58.011 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2265ms, infer=11290ms, output=cooperate", "reason": "Since the last round, both ...
2026-02-03 10:38:58.011 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:38:58.011 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:39:17.821 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2279ms, infer=17065ms, output=cooperate", "reason": "Since all agents have been ...
2026-02-03 10:39:17.821 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:39:17.821 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:39:47.393 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2337ms, infer=26800ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:39:47.393 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:39:47.393 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:39:58.730 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2324ms, infer=8569ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:39:58.731 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:39:58.731 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:40:16.069 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2334ms, infer=14531ms, output=cooperate", "reason": "Since all other agents coop...
2026-02-03 10:40:16.069 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:40:16.069 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:40:28.489 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2299ms, infer=9692ms, output=cooperate", "reason": "Since the last round all pa...
2026-02-03 10:40:28.489 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:40:28.489 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:40:44.741 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2315ms, infer=13485ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:40:44.741 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:40:44.741 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:40:55.718 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2275ms, infer=8266ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:40:55.718 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:40:55.718 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:41:08.017 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2283ms, infer=9536ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:41:08.017 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:41:08.017 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:41:18.854 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2304ms, infer=8078ms, output=cooperate", "reason": "Since the previous round ev...
2026-02-03 10:41:18.854 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:41:18.854 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:41:54.607 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2328ms, infer=32992ms, output=cooperate", "reason": "Since all other agents coop...
2026-02-03 10:41:54.607 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:41:54.608 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:42:57.977 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2297ms, infer=60602ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:42:57.977 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:42:57.978 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:43:56.482 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2312ms, infer=55764ms, output=cooperate", "reason": "Since the previous round wa...
2026-02-03 10:43:56.482 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:43:56.482 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:44:16.069 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2296ms, infer=16815ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:44:16.069 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:44:16.069 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:45:19.188 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2296ms, infer=60388ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:45:19.189 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:45:19.189 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:45:37.373 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2315ms, infer=15405ms, output=cooperate", "reason": "Since the last round all ag...
2026-02-03 10:45:37.373 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:45:37.373 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:45:59.056 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2353ms, infer=18849ms, output=cooperate", "reason": "Since all other agents coop...
2026-02-03 10:45:59.056 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:45:59.056 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:46:21.527 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2349ms, infer=19685ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:46:21.528 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:46:21.528 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:46:34.163 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2288ms, infer=9915ms, output=cooperate", "reason": "Since the previous round, a...
2026-02-03 10:46:34.163 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:46:34.164 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:46:45.996 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2325ms, infer=9045ms, output=cooperate", "reason": "Since all agents have coope...
2026-02-03 10:46:45.996 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:46:45.996 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:47:06.306 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2329ms, infer=17518ms, output=cooperate", "reason": "Since all agents cooperated...
2026-02-03 10:47:06.307 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:47:06.307 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:47:29.286 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2397ms, infer=20135ms, output=cooperate", "reason": "Since both other agents coo...
2026-02-03 10:47:29.287 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:47:29.287 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:47:42.698 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2311ms, infer=10659ms, output=cooperate", "reason": "Since the last round everyo...
2026-02-03 10:47:42.698 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:47:42.698 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:48:47.714 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2282ms, infer=62293ms, output=cooperate", "reason": "Since the last round, all a...
2026-02-03 10:48:47.714 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:48:47.714 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:49:00.496 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2297ms, infer=10054ms, output=cooperate", "reason": "Since the previous round, a...
2026-02-03 10:49:00.496 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:49:00.496 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:49:16.407 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2332ms, infer=13136ms, output=cooperate", "reason": "Since the last round, all p...
2026-02-03 10:49:16.407 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:49:16.407 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:49:29.362 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2348ms, infer=10157ms, output=cooperate", "reason": "Given the normal resources,...
2026-02-03 10:49:29.362 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:49:29.362 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:49:46.711 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2322ms, infer=14577ms, output=cooperate", "reason": "Since both agents have coop...
2026-02-03 10:49:46.711 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_0...
2026-02-03 10:49:46.711 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:50:01.193 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_0: load=2298ms, infer=11750ms, output=cooperate", "reason": "Since the last round, all a...
2026-02-03 10:50:01.193 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_1...
2026-02-03 10:50:01.193 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:50:25.413 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_1: load=2341ms, infer=21424ms, output=cooperate", "reason": "基于当前世界状态（资源正常，风险安全）和所有参与者（包...
2026-02-03 10:50:25.413 | DEBUG    | agents.lazy_agent:_load_model:57 - Loading model for agent_2...
2026-02-03 10:50:25.413 | DEBUG    | agents.lazy_agent:_load_model:73 - Set CPU affinity to 6 cores
2026-02-03 10:50:37.194 | DEBUG    | agents.lazy_agent:decide:275 - Agent agent_2: load=2395ms, infer=8948ms, output=cooperate", "reason": "Since the last round all ag...
